NewID,content,x1,y1,x2,y2,imageHeight,imageWidth,label
256.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/2cb2b041-ef29-4b15-b853-a7ae83b9e761___1528815743456.jpg.jpeg,0.508055854,0.562977099,0.668098818,0.851145038,524,931,No Mask
257.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/2cb2b041-ef29-4b15-b853-a7ae83b9e761___1528815743456.jpg.jpeg,0.649838883,0.04389313,0.853920516,0.452290076,524,931,No Mask
258.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/e8bb5eb3-7ce1-4570-b60a-717a957fe38b___20160321135908kkkkkkkk.jpg.jpeg,0.03,0.069042316,0.1575,0.354120267,449,800,No Mask
259.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/e8bb5eb3-7ce1-4570-b60a-717a957fe38b___20160321135908kkkkkkkk.jpg.jpeg,0.205,0.489977728,0.37375,0.70155902,449,800,No Mask
260.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/e8bb5eb3-7ce1-4570-b60a-717a957fe38b___20160321135908kkkkkkkk.jpg.jpeg,0.54,0.053452116,0.72,0.363028953,449,800,No Mask
261.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/56bdb63e-7d4f-4932-a922-6bbc306673b1___ace-ventura04.jpg.jpeg,0.41,0.178217822,0.576,0.432343234,303,500,No Mask
262.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/d94c17c6-4ba5-4969-b00f-3d5102beeeaa___a-common-man1.jpg.jpeg,0.400866739,0.173228346,0.652221018,0.579527559,757,1100,No Mask
263.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/df40b57f-b015-4c56-9835-f21c8898f37f___action-crime-movies-2017-full-english-hd-hollywood-action-movies-full-length0.jpg.jpeg,0.425,0.133333333,0.633333333,0.472222222,360,480,No Mask
264.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/df40b57f-b015-4c56-9835-f21c8898f37f___action-crime-movies-2017-full-english-hd-hollywood-action-movies-full-length0.jpg.jpeg,0.0125,0.138888889,0.25,0.516666667,360,480,No Mask
265.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/df40b57f-b015-4c56-9835-f21c8898f37f___action-crime-movies-2017-full-english-hd-hollywood-action-movies-full-length0.jpg.jpeg,0.3125,0.147222222,0.4375,0.408333333,360,480,No Mask
266.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/df40b57f-b015-4c56-9835-f21c8898f37f___action-crime-movies-2017-full-english-hd-hollywood-action-movies-full-length0.jpg.jpeg,0.75,0.133333333,1,0.580555556,360,480,No Mask
267.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/8286d2cd-34a3-4fe6-9d59-89565b557de2___adoptiongreencard.jpg.jpeg,0.066115702,0.071317829,0.256198347,0.403100775,1584,2376,No Mask
268.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/8286d2cd-34a3-4fe6-9d59-89565b557de2___adoptiongreencard.jpg.jpeg,0.287190083,0.16744186,0.431818182,0.434108527,1584,2376,No Mask
269.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/8286d2cd-34a3-4fe6-9d59-89565b557de2___adoptiongreencard.jpg.jpeg,0.428719008,0.068217054,0.608471074,0.368992248,1584,2376,No Mask
270.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/8286d2cd-34a3-4fe6-9d59-89565b557de2___adoptiongreencard.jpg.jpeg,0.561983471,0.213953488,0.725206612,0.491472868,1584,2376,No Mask
271.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/8286d2cd-34a3-4fe6-9d59-89565b557de2___adoptiongreencard.jpg.jpeg,0.773760331,0.217054264,0.94214876,0.544186047,1584,2376,No Mask
272.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/686b3b5e-6651-4e78-8bca-73386b41c115___ae3dcb1ca4c760c590c896f8fff9b721--avengers-marvel-funny-moments.jpg.jpeg,0.159309021,0.041666667,0.477927063,0.34280303,528,521,No Mask
273.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/686b3b5e-6651-4e78-8bca-73386b41c115___ae3dcb1ca4c760c590c896f8fff9b721--avengers-marvel-funny-moments.jpg.jpeg,0.468330134,0.545454545,0.748560461,0.820075758,528,521,No Mask
274.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/72616a79-cfc1-406b-a2d9-70d2092dd786___aj8Jbq9e.jpeg,0.284940412,0.291440953,0.38028169,0.385698808,1252,1252,No Mask
275.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/3074ccbf-430c-448a-9472-7e4f4681fad4___alien-3-cinephilia-e1421050422112.jpg.jpeg,0.66322314,0.302970297,0.951446281,0.887128713,546,1047,No Mask
276.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/fda68aef-4a07-4b49-a126-92b23e0961e9___Alita-Battle-Angel-Poster-Movie-Upcoming-Movies-Hollywood.jpg.jpeg,0.635311143,0.043945313,0.937771346,0.333984375,1024,691,No Mask
277.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/efadbc5b-eab0-4d92-90f5-a3bb97aee08f___Angel-FamiliesTrump-1250x650.jpg.jpeg,0.485373781,0.06875,0.551462622,0.20625,650,1250,No Mask
278.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/efadbc5b-eab0-4d92-90f5-a3bb97aee08f___Angel-FamiliesTrump-1250x650.jpg.jpeg,0.104008667,0.725,0.182015168,0.935416667,650,1250,No Mask
279.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/efadbc5b-eab0-4d92-90f5-a3bb97aee08f___Angel-FamiliesTrump-1250x650.jpg.jpeg,0.791982665,0.13125,0.856988082,0.258333333,650,1250,No Mask
280.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/efadbc5b-eab0-4d92-90f5-a3bb97aee08f___Angel-FamiliesTrump-1250x650.jpg.jpeg,0.12567714,0.2125,0.192849404,0.333333333,650,1250,No Mask
281.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/efadbc5b-eab0-4d92-90f5-a3bb97aee08f___Angel-FamiliesTrump-1250x650.jpg.jpeg,0.034669556,0.097916667,0.105092091,0.20625,650,1250,No Mask
282.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/efadbc5b-eab0-4d92-90f5-a3bb97aee08f___Angel-FamiliesTrump-1250x650.jpg.jpeg,0.274106176,0.14375,0.330444204,0.25625,650,1250,No Mask
283.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/efadbc5b-eab0-4d92-90f5-a3bb97aee08f___Angel-FamiliesTrump-1250x650.jpg.jpeg,0.74539545,0.670833333,0.806067172,0.8,650,1250,No Mask
284.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/efadbc5b-eab0-4d92-90f5-a3bb97aee08f___Angel-FamiliesTrump-1250x650.jpg.jpeg,0.347778982,0.24375,0.412784399,0.345833333,650,1250,No Mask
285.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/b049f0b8-17bf-45fb-995e-bce8aad0c270___aph_0.jpg.jpeg,0.710743802,0.248062016,0.79338843,0.378294574,1800,2700,No Mask
286.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/b049f0b8-17bf-45fb-995e-bce8aad0c270___aph_0.jpg.jpeg,0.492768595,0.262015504,0.550619835,0.364341085,1800,2700,No Mask
287.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/b049f0b8-17bf-45fb-995e-bce8aad0c270___aph_0.jpg.jpeg,0.155991736,0.289922481,0.263429752,0.454263566,1800,2700,No Mask
288.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/b049f0b8-17bf-45fb-995e-bce8aad0c270___aph_0.jpg.jpeg,0.215909091,0.525581395,0.290289256,0.610852713,1800,2700,No Mask
289.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/13224a02-ea2c-4b4c-8dab-6a4e9dc4401d___arrahmanian.jpg.jpeg,0.372933884,0.046428571,0.561983471,0.639285714,296,1024,No Mask
290.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/4ef6d20e-2419-4089-9657-8ce343f596c3___article-0-15A4690B000005DC-190_634x339.jpg.jpeg,0.082018927,0.156342183,0.244479495,0.557522124,339,634,No Mask
291.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/4ef6d20e-2419-4089-9657-8ce343f596c3___article-0-15A4690B000005DC-190_634x339.jpg.jpeg,0.261829653,0.026548673,0.421135647,0.489675516,339,634,No Mask
292.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/4ef6d20e-2419-4089-9657-8ce343f596c3___article-0-15A4690B000005DC-190_634x339.jpg.jpeg,0.449526814,0.067846608,0.627760252,0.445427729,339,634,No Mask
293.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/4ef6d20e-2419-4089-9657-8ce343f596c3___article-0-15A4690B000005DC-190_634x339.jpg.jpeg,0.630914826,0.227138643,0.747634069,0.575221239,339,634,No Mask
294.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/4ef6d20e-2419-4089-9657-8ce343f596c3___article-0-15A4690B000005DC-190_634x339.jpg.jpeg,0.779179811,0.14159292,0.903785489,0.530973451,339,634,No Mask
295.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/303d899b-d6e9-465b-837a-76fa2c8a44e1___article-2029433-0D8C459500000578-160_468x286.jpg.jpeg,0.465811966,0.006993007,0.997863248,0.958041958,286,468,No Mask
296.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/667ca8f2-400d-475c-9f8b-b4ddb6a0df61___article-2368232-1ADE3F7A000005DC-342_634x393.jpg.jpeg,0.681388013,0.027989822,0.960567823,0.577608142,393,634,No Mask
297.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/ae1e3cee-1b64-4415-9cc2-f218ec8cb113___articles_fartsinmovies.jpg.jpeg,0.303333333,0.042857143,0.403333333,0.294285714,350,600,No Mask
298.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/ae1e3cee-1b64-4415-9cc2-f218ec8cb113___articles_fartsinmovies.jpg.jpeg,0.606666667,0.285714286,0.763333333,0.508571429,350,600,No Mask
299.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/349ad78a-d704-4518-b348-795e1fe13cd7___arts-graphics-2008_1130994a.jpg.jpeg,0.766917293,0.222996516,0.894736842,0.449477352,287,399,No Mask
300.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/78580089-6288-41fc-93ec-26b33ec6161f___a-supercut-of-whistling-scenes-in-movies-tv-shows-and-music-videos.jpg.jpeg,0.137396694,0.020220588,0.671487603,0.998161765,1080,1920,No Mask
301.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/516c8e37-3f10-45ff-9aa1-5986076388c7___a-wrinkle-in-time2.jpg.jpeg,0.317592593,0.45037037,0.451851852,0.565185185,1350,1080,No Mask
302.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/516c8e37-3f10-45ff-9aa1-5986076388c7___a-wrinkle-in-time2.jpg.jpeg,0.283333333,0.259259259,0.428703704,0.398518519,1350,1080,No Mask
303.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/516c8e37-3f10-45ff-9aa1-5986076388c7___a-wrinkle-in-time2.jpg.jpeg,0.57962963,0.25037037,0.667592593,0.328888889,1350,1080,No Mask
304.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/516c8e37-3f10-45ff-9aa1-5986076388c7___a-wrinkle-in-time2.jpg.jpeg,0.418518519,0.171851852,0.514814815,0.257777778,1350,1080,No Mask
305.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/516c8e37-3f10-45ff-9aa1-5986076388c7___a-wrinkle-in-time2.jpg.jpeg,0.627777778,0.126666667,0.723148148,0.222222222,1350,1080,No Mask
306.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/516c8e37-3f10-45ff-9aa1-5986076388c7___a-wrinkle-in-time2.jpg.jpeg,0.686111111,0.463703704,0.850925926,0.562222222,1350,1080,No Mask
307.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/27e9888b-351b-46c3-b465-ce683ae50fbf___b3a41c4f625e317ea212193b1a863be3.jpg.jpeg,0.70964247,0.175337187,0.7843987,0.310211946,720,1280,No Mask
308.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/27e9888b-351b-46c3-b465-ce683ae50fbf___b3a41c4f625e317ea212193b1a863be3.jpg.jpeg,0.147345612,0.27938343,0.204767064,0.375722543,720,1280,No Mask
309.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/83b38f57-41d8-4f23-838d-a9430bd1ce0e___b4ce3239130e3e5b41dc9dad6a9d6b78--kate-hudson.jpg.jpeg,0.375,0.146258503,0.498641304,0.397959184,588,736,No Mask
310.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/83b38f57-41d8-4f23-838d-a9430bd1ce0e___b4ce3239130e3e5b41dc9dad6a9d6b78--kate-hudson.jpg.jpeg,0.610054348,0.284013605,0.764945652,0.482993197,588,736,No Mask
311.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/0a4c98b4-703e-4271-a1c5-21344fc04d6a___b078140b365ac7f9eb5a7acaaf0ae673---jump-street-tv-movie.jpg.jpeg,0.35451505,0.579034942,0.459866221,0.670549085,601,598,No Mask
312.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/0a4c98b4-703e-4271-a1c5-21344fc04d6a___b078140b365ac7f9eb5a7acaaf0ae673---jump-street-tv-movie.jpg.jpeg,0.720735786,0.584026622,0.797658863,0.665557404,601,598,No Mask
313.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/0a4c98b4-703e-4271-a1c5-21344fc04d6a___b078140b365ac7f9eb5a7acaaf0ae673---jump-street-tv-movie.jpg.jpeg,0.219063545,0.029950083,0.39632107,0.231281198,601,598,No Mask
314.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/0a4c98b4-703e-4271-a1c5-21344fc04d6a___b078140b365ac7f9eb5a7acaaf0ae673---jump-street-tv-movie.jpg.jpeg,0.737458194,0.168053245,0.929765886,0.367720466,601,598,No Mask
315.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/de09eb83-bbe1-40a6-a05a-768fa7b3e161___banner_img.jpg.jpeg,0.464788732,0.160142349,0.541711809,0.427046263,304,1000,No Mask
316.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/df41031c-c82e-4208-90b5-99fd5ad305c8___bb7d783d-1c5e-4b88-b872-d1edccbec32f-getty-593252908.jpg.jpeg,0.407367281,0.121804511,0.575297941,0.344360902,2161,3000,No Mask
317.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/ab4d5a15-1857-4239-a132-99b14611edd1___behind-the-scenes-classic-horror-movies-thumb640.jpg.jpeg,0.2671875,0.1325,0.5125,0.5475,400,640,No Mask
318.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/ab4d5a15-1857-4239-a132-99b14611edd1___behind-the-scenes-classic-horror-movies-thumb640.jpg.jpeg,0.0359375,0.1775,0.13125,0.325,400,640,No Mask
319.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/ab4d5a15-1857-4239-a132-99b14611edd1___behind-the-scenes-classic-horror-movies-thumb640.jpg.jpeg,0.6734375,0.25,0.7328125,0.3675,400,640,No Mask
320.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/ab4d5a15-1857-4239-a132-99b14611edd1___behind-the-scenes-classic-horror-movies-thumb640.jpg.jpeg,0.625,0.2425,0.6796875,0.3725,400,640,No Mask
321.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/5a2f8e16-97cb-4625-ad88-d81701beee02___behind-the-scenes-from-famous-movies-9.jpg.jpeg,0.251239669,0.020080321,0.563636364,0.289156627,747,605,No Mask
322.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/14c0bdf3-510e-4cf8-8219-02f1d08695ad___behind-the-scenes-photos-from-horror-movies-7.jpg.jpeg,0.115873016,0.090909091,0.373015873,0.562200957,418,630,No Mask
323.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/14c0bdf3-510e-4cf8-8219-02f1d08695ad___behind-the-scenes-photos-from-horror-movies-7.jpg.jpeg,0.436507937,0.236842105,0.76031746,0.710526316,418,630,No Mask
324.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/f016528a-12c6-4f68-b460-6eed25b8f87b___behind-the-scenes-trivia-and-fun-facts-about-classic-movies-1.jpg.jpeg,0.282857143,0.047619048,0.714285714,0.915343915,378,700,No Mask
325.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/f76b4b9a-6592-49c8-b741-16cbc5a70dd2___best-action-comedy-movies-2018-full-movie-english-adventure-movies-2018-full-hd-720-spanish-subs-1140x720.jpg.jpeg,0.442036836,0.123499142,0.489707476,0.219554031,720,1140,No Mask
326.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/f76b4b9a-6592-49c8-b741-16cbc5a70dd2___best-action-comedy-movies-2018-full-movie-english-adventure-movies-2018-full-hd-720-spanish-subs-1140x720.jpg.jpeg,0.638136511,0.20754717,0.683640303,0.274442539,720,1140,No Mask
327.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/f76b4b9a-6592-49c8-b741-16cbc5a70dd2___best-action-comedy-movies-2018-full-movie-english-adventure-movies-2018-full-hd-720-spanish-subs-1140x720.jpg.jpeg,0.877573131,0.231560892,0.938244854,0.30703259,720,1140,No Mask
328.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/f76b4b9a-6592-49c8-b741-16cbc5a70dd2___best-action-comedy-movies-2018-full-movie-english-adventure-movies-2018-full-hd-720-spanish-subs-1140x720.jpg.jpeg,0.115926327,0.312178388,0.16468039,0.384219554,720,1140,No Mask
329.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/657c7a01-369a-47e2-af74-cf2f6f37139f___Best-Iconic-Movie-Scenes-Of-All-Time.jpg.jpeg,0.253099174,0.039256198,0.540289256,0.669421488,512,1024,No Mask
330.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/59253445-2a7f-4710-8534-f2770d842960___best-scenes-of-2017_2_759.jpg.jpeg,0.06455863,0.265402844,0.156785244,0.45971564,422,759,No Mask
331.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/59253445-2a7f-4710-8534-f2770d842960___best-scenes-of-2017_2_759.jpg.jpeg,0.766798419,0.336492891,0.938076416,0.699052133,422,759,No Mask
332.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/59253445-2a7f-4710-8534-f2770d842960___best-scenes-of-2017_2_759.jpg.jpeg,0.264822134,0.130331754,0.361001318,0.289099526,422,759,No Mask
333.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/59253445-2a7f-4710-8534-f2770d842960___best-scenes-of-2017_2_759.jpg.jpeg,0.519104084,0.426540284,0.612648221,0.601895735,422,759,No Mask
334.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/844e795e-abef-4916-bc4d-db458c1f9fe1___best-song-movie.jpg.jpeg,0.357142857,0.227642276,0.416071429,0.357723577,246,560,No Mask
335.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/844e795e-abef-4916-bc4d-db458c1f9fe1___best-song-movie.jpg.jpeg,0.555357143,0.239837398,0.628571429,0.402439024,246,560,No Mask
336.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/212db31d-2964-4d71-bb3f-83c8eb1300a6___BeU1tn8IYAAyWrC.jpg.jpeg,0.247491639,0.035502959,0.433110368,0.299802761,507,598,No Mask
337.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/212db31d-2964-4d71-bb3f-83c8eb1300a6___BeU1tn8IYAAyWrC.jpg.jpeg,0.27090301,0.542406312,0.421404682,0.808678501,507,598,No Mask
338.png,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/85de202f-1ff1-4ca7-92e3-6aaf0f98c507___BF_family.png,0.044609665,0.387878788,0.217472119,0.675757576,330,538,No Mask
339.png,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/85de202f-1ff1-4ca7-92e3-6aaf0f98c507___BF_family.png,0.171003717,0.163636364,0.312267658,0.518181818,330,538,No Mask
340.png,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/85de202f-1ff1-4ca7-92e3-6aaf0f98c507___BF_family.png,0.366171004,0.163636364,0.481412639,0.503030303,330,538,No Mask
341.png,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/85de202f-1ff1-4ca7-92e3-6aaf0f98c507___BF_family.png,0.585501859,0.209090909,0.737918216,0.533333333,330,538,No Mask
342.png,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/85de202f-1ff1-4ca7-92e3-6aaf0f98c507___BF_family.png,0.76394052,0.06969697,0.903345725,0.333333333,330,538,No Mask
343.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/b553e040-55db-43a9-a4d5-89279c94252d___blog-marriedparentsimmigrantchildren-2018.jpg.jpeg,0.08490566,0.1,0.252830189,0.467857143,280,530,No Mask
344.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/b553e040-55db-43a9-a4d5-89279c94252d___blog-marriedparentsimmigrantchildren-2018.jpg.jpeg,0.345283019,0.039285714,0.530188679,0.517857143,280,530,No Mask
345.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/b553e040-55db-43a9-a4d5-89279c94252d___blog-marriedparentsimmigrantchildren-2018.jpg.jpeg,0.588679245,0.278571429,0.762264151,0.710714286,280,530,No Mask
346.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/b553e040-55db-43a9-a4d5-89279c94252d___blog-marriedparentsimmigrantchildren-2018.jpg.jpeg,0.767924528,0.182142857,0.933962264,0.578571429,280,530,No Mask
347.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/0ae63bef-b739-45bf-b50f-83d9569effe7___BmF4i0tCQAAkFvP.jpg.jpeg,0.535911602,0.041666667,0.781767956,0.22,600,362,No Mask
348.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/0ae63bef-b739-45bf-b50f-83d9569effe7___BmF4i0tCQAAkFvP.jpg.jpeg,0.185082873,0.358333333,0.378453039,0.486666667,600,362,No Mask
349.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/0ae63bef-b739-45bf-b50f-83d9569effe7___BmF4i0tCQAAkFvP.jpg.jpeg,0.604972376,0.411666667,0.812154696,0.533333333,600,362,No Mask
350.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/0ae63bef-b739-45bf-b50f-83d9569effe7___BmF4i0tCQAAkFvP.jpg.jpeg,0.571823204,0.705,0.803867403,0.863333333,600,362,No Mask
351.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/d259e113-2f83-4c3e-ab7e-bf5eee86e9ad___bollywood-movies.jpg.jpeg,0.401086957,0.144787645,0.581521739,0.424710425,518,920,No Mask
352.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/f4a7ec9e-005f-4d00-a9fc-d915c0ccb280___border-children-getty.jpg.jpeg,0.538461538,0.219512195,0.651137595,0.41300813,2000,3000,No Mask
353.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/6c8dbb6a-a5d0-4ab3-96ce-973972e2719c___Breakfast-at-Tiffanys-coffee-scenes-in-movies.jpg.jpeg,0.455384615,0.147222222,0.623076923,0.452777778,360,650,No Mask
